gender,degree,born,Family_income,nation_race,nation_welfare,Assistance_to_the_poor,social_security,natcrime,natdrug,Immigration,relig,religinf,opsex,homo_marriage,abortion,age_group,race
Male,Graduate,Yes,"$60,000 ~ $89,999",Too much,Too much,NA,About right,Too little,2,NA,Christian,Disagree,Not very important,Disagree,NA,NA,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Agree,Not very important,NA,NA,60-69 years old,White
Female,Associate College,Yes,"$10,000 ~ $19,999",Too little,About right,NA,Too little,Too little,2,NA,Catholic,Strongly disagree,Not important at all,Strongly agree,NA,60-69 years old,Other
Female,Bachelors,Yes,"$60,000 ~ $89,999",Too much,Too much,NA,About right,About right,2,Strongly agree,Catholic,Neither,NA,Neither,NA,40-49 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Neither,Not important at all,Strongly disagree,No,40-49 years old,White
Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,Strongly disagree,None,Agree,NA,Agree,No,70-79 years old,White
Male,Bachelors,Yes,"Under $10,000",About right,Too little,NA,Too little,Too little,1,Strongly agree,Christian,Strongly disagree,NA,Strongly disagree,NA,60-69 years old,White
Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,NA,Christian,Strongly agree,Not very important,Agree,NA,30-39 years old,Black
Male,Less than high school,Yes,NA,Too much,About right,NA,NA,Too much,2,NA,Catholic,Disagree,Not very important,Strongly disagree,NA,70-79 years old,White
Female,Graduate,Yes,NA,Too little,About right,NA,About right,Too little,2,NA,Catholic,Disagree,Fairly important,Agree,NA,NA,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,About right,About right,NA,NA,Neither,None,Agree,NA,Strongly agree,Yes,30-39 years old,White
Female,Less than high school,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly disagree,Not important at all,NA,NA,50-59 years old,White
Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Fairly important,NA,NA,50-59 years old,White
Female,Graduate,Yes,NA,NA,NA,Too little,About right,NA,NA,Strongly disagree,Other,Strongly agree,NA,Strongly agree,Yes,20-29 years old,White
Male,Graduate,Yes,"$170,000 or over",About right,About right,NA,About right,About right,1,Disagree,Christian,Neither,NA,NA,NA,50-59 years old,White
Male,Graduate,Yes,NA,NA,NA,About right,About right,NA,NA,Agree,None,Agree,NA,Strongly agree,Yes,70-79 years old,White
Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,NA,About right,Too little,1,Neither,Christian,Strongly disagree,NA,NA,NA,50-59 years old,White
Female,High School,Yes,NA,Too little,Too much,NA,Too much,Too little,1,Strongly agree,Catholic,Neither,NA,NA,NA,20-29 years old,White
Female,Bachelors,No,NA,NA,NA,About right,About right,NA,NA,NA,Catholic,Disagree,Not important at all,Neither,No,20-29 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",About right,About right,NA,About right,Too little,1,Neither,Christian,Neither,NA,NA,NA,60-69 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,None,NA,NA,NA,NA,40-49 years old,White
Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,NA,About right,Too much,1,Strongly disagree,None,Strongly agree,NA,NA,NA,40-49 years old,White
Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,NA,None,Agree,Fairly important,Strongly agree,Yes,40-49 years old,Other
Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too much,About right,NA,NA,NA,Christian,Disagree,Not very important,NA,NA,70-79 years old,White
Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,NA,Too little,About right,1,Disagree,None,Neither,NA,Strongly agree,NA,50-59 years old,Hispanic
Male,Graduate,No,"$170,000 or over",Too much,Too much,NA,Too much,Too little,1,Strongly disagree,None,Agree,NA,NA,NA,60-69 years old,White
Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too much,NA,Too little,Too little,1,NA,Catholic,Neither,Fairly important,Strongly agree,NA,60-69 years old,Black
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,Disagree,None,Agree,NA,Strongly agree,Yes,30-39 years old,White
Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,About right,About right,NA,NA,NA,None,Neither,Not important at all,NA,NA,70-79 years old,White
Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,About right,Too little,NA,NA,Neither,None,Neither,NA,Neither,Yes,30-39 years old,American Native
Female,Associate College,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,Agree,Christian,Disagree,NA,Neither,No,40-49 years old,Black
Female,High School,Yes,"Under $10,000",NA,NA,About right,About right,NA,NA,Strongly agree,Christian,Strongly agree,NA,Agree,Yes,50-59 years old,Black
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Not important at all,Strongly disagree,No,60-69 years old,White
Male,Associate College,Yes,"$60,000 ~ $89,999",Too much,Too much,NA,About right,About right,3,Neither,Christian,Strongly disagree,NA,NA,NA,60-69 years old,White
Male,High School,No,"$60,000 ~ $89,999",Too little,About right,NA,About right,About right,1,Disagree,Catholic,Agree,NA,NA,NA,30-39 years old,White
Female,High School,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Neither,NA,Disagree,Yes,40-49 years old,White
Female,Graduate,No,"$90,000 ~ $129,999",About right,About right,NA,Too little,Too little,2,NA,Christian,Strongly disagree,Fairly important,Neither,NA,50-59 years old,White
Female,Graduate,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Fairly important,NA,NA,30-39 years old,White
Female,High School,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Not important at all,Neither,No,60-69 years old,White
Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,Disagree,None,Disagree,NA,Strongly agree,Yes,80-89 years old,White
Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,About right,Too little,NA,NA,Strongly agree,None,Strongly disagree,NA,Agree,No,50-59 years old,White
Female,Graduate,No,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Very important,NA,NA,40-49 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",NA,Too much,NA,Too little,Too much,1,NA,Christian,NA,NA,Neither,NA,60-69 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,Disagree,None,Strongly agree,NA,Strongly agree,Yes,20-29 years old,White
Female,Graduate,No,"$60,000 ~ $89,999",NA,NA,Too much,About right,NA,NA,NA,Christian,Neither,Fairly important,Neither,No,30-39 years old,Black
Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not important at all,Neither,No,30-39 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,About right,About right,NA,NA,NA,Christian,Disagree,Not important at all,NA,NA,NA,American Native
Female,High School,Yes,NA,About right,About right,NA,Too little,Too much,2,NA,Christian,Agree,Very important,Strongly agree,NA,20-29 years old,Hispanic
Male,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Disagree,Not very important,NA,NA,60-69 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,NA,Too little,About right,3,NA,Christian,Neither,Fairly important,Strongly agree,NA,40-49 years old,White
Male,High School,Yes,"Under $10,000",Too much,Too much,NA,Too little,About right,2,Agree,Christian,Strongly disagree,NA,NA,NA,60-69 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,None,Agree,Not important at all,Strongly agree,Yes,30-39 years old,White
Female,High School,Yes,Refused,NA,NA,About right,About right,NA,NA,NA,Christian,Disagree,Very important,NA,NA,70-79 years old,Black
Female,Less than high school,No,NA,NA,NA,About right,About right,NA,NA,Agree,Christian,Neither,NA,Neither,Yes,70-79 years old,Hispanic
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too much,Too little,NA,NA,Agree,Catholic,Disagree,NA,Strongly agree,No,60-69 years old,White
Male,Bachelors,Yes,"$170,000 or over",Too much,About right,NA,Too little,About right,1,Strongly agree,Christian,Disagree,NA,Agree,NA,70-79 years old,White
Female,High School,Yes,NA,Too little,Too little,NA,Too little,Too little,1,Disagree,Catholic,Strongly disagree,NA,Strongly agree,NA,30-39 years old,Black
Female,Associate College,No,"$10,000 ~ $19,999",NA,NA,About right,About right,NA,NA,NA,Other,Disagree,Not very important,NA,NA,30-39 years old,Hispanic
Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,NA,Too little,Too little,2,Disagree,None,Disagree,NA,NA,NA,NA,White
Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Fairly important,Disagree,Yes,70-79 years old,White
Female,High School,Yes,Refused,NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Not important at all,Strongly agree,Yes,50-59 years old,Other
Female,Less than high school,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Very important,NA,NA,30-39 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",About right,Too much,NA,About right,About right,1,Agree,Catholic,Neither,NA,NA,NA,40-49 years old,White
Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,NA,1,NA,None,NA,Very important,Strongly agree,NA,30-39 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not very important,NA,NA,70-79 years old,White
Male,Less than high school,Yes,NA,NA,NA,Too little,About right,NA,NA,Agree,Catholic,Agree,NA,Neither,No,20-29 years old,White
Female,Less than high school,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,NA,Catholic,Agree,Very important,Agree,NA,70-79 years old,Hispanic
Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,Strongly disagree,Catholic,Disagree,NA,Strongly agree,No,20-29 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Neither,NA,Neither,Yes,20-29 years old,Black
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,About right,About right,NA,NA,NA,Catholic,Disagree,Not important at all,NA,NA,40-49 years old,White
Male,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Neither,Very important,Strongly agree,No,20-29 years old,White
Male,High School,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,Christian,NA,NA,Strongly disagree,No,40-49 years old,White
Female,Associate College,Yes,"$40,000 ~ $59,999",Too much,Too much,NA,Too little,Too little,3,NA,Christian,NA,Very important,Agree,NA,70-79 years old,White
Male,Graduate,No,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,About right,1,Strongly disagree,Christian,Disagree,NA,Neither,NA,50-59 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not very important,Neither,No,70-79 years old,White
Female,Less than high school,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not important at all,NA,NA,50-59 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,None,Neither,Not important at all,Strongly agree,Yes,20-29 years old,White
Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Fairly important,NA,NA,NA,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too much,NA,Too much,Too much,1,NA,None,NA,Not important at all,Agree,NA,30-39 years old,Black
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too much,About right,NA,NA,NA,None,Neither,Fairly important,Strongly agree,No,40-49 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too much,Too little,NA,NA,NA,Christian,Disagree,Not very important,NA,NA,40-49 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,NA,Too little,Too little,1,Neither,Catholic,NA,NA,Agree,NA,60-69 years old,Hispanic
Male,High School,Yes,"$130,000 ~ $169,999",Too little,Too little,NA,About right,Too little,1,Agree,Catholic,Disagree,NA,NA,NA,50-59 years old,American Native
Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,Neither,Christian,Disagree,NA,Disagree,No,40-49 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too much,Too much,NA,NA,NA,Christian,Disagree,Not very important,NA,NA,20-29 years old,White
Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Strongly disagree,Not important at all,Strongly disagree,Yes,60-69 years old,White
Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,About right,About right,3,Disagree,Christian,Agree,NA,Neither,NA,70-79 years old,White
Female,Less than high school,Yes,"Under $10,000",About right,Too much,NA,Too little,Too little,1,Neither,None,Neither,NA,NA,NA,20-29 years old,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,None,Strongly agree,Fairly important,NA,NA,20-29 years old,White
Male,High School,No,"$90,000 ~ $129,999",Too little,About right,NA,About right,Too little,1,NA,Catholic,Agree,Not important at all,Agree,NA,30-39 years old,Asian
Male,Bachelors,Yes,"$170,000 or over",About right,About right,NA,Too little,About right,2,Disagree,Catholic,Neither,NA,Agree,NA,50-59 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",Too much,Too little,NA,Too little,Too much,1,Strongly disagree,Catholic,Strongly disagree,NA,Strongly agree,NA,30-39 years old,White
Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,Too much,About right,NA,NA,NA,Jewish,Strongly disagree,Not important at all,NA,NA,40-49 years old,White
Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,NA,About right,About right,2,Disagree,Catholic,Neither,NA,Strongly agree,NA,70-79 years old,White
Female,Bachelors,Yes,NA,NA,NA,About right,About right,NA,NA,Neither,Catholic,Strongly disagree,NA,Neither,No,40-49 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,About right,About right,NA,NA,Neither,Christian,Strongly disagree,NA,Disagree,No,40-49 years old,White
Male,High School,Yes,"$90,000 ~ $129,999",About right,About right,NA,About right,Too little,2,NA,Christian,Disagree,Fairly important,NA,NA,80-89 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,About right,About right,NA,NA,NA,None,Neither,Fairly important,Strongly agree,Yes,40-49 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not important at all,NA,NA,40-49 years old,White
Male,High School,Yes,"$90,000 ~ $129,999",Too much,Too little,NA,Too little,Too little,1,NA,Christian,Strongly disagree,Not important at all,Agree,NA,30-39 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",About right,About right,NA,About right,Too little,2,Strongly agree,Christian,Disagree,NA,Strongly agree,NA,80-89 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,Disagree,Catholic,Strongly disagree,NA,Neither,No,50-59 years old,White
Male,High School,Yes,"$170,000 or over",NA,NA,About right,Too little,NA,NA,NA,None,Strongly agree,Not important at all,Strongly agree,No,NA,White
NA,Less than high school,NA,Refused,NA,NA,Too little,Too much,NA,NA,NA,NA,NA,NA,Strongly agree,Yes,NA,White
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too much,Too little,NA,NA,NA,Christian,Disagree,Not important at all,Strongly agree,Yes,60-69 years old,Black
Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,NA,Too much,Too little,1,Strongly agree,Christian,Strongly disagree,NA,NA,NA,50-59 years old,White
Female,Associate College,Yes,NA,About right,Too much,NA,About right,About right,2,NA,NA,NA,NA,NA,NA,40-49 years old,White
Male,High School,Yes,NA,NA,NA,Too much,Too little,NA,NA,NA,Christian,Neither,NA,NA,NA,70-79 years old,White
Female,Graduate,No,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Disagree,Not important at all,Strongly agree,No,50-59 years old,White
Female,Associate College,Yes,"$20,000 ~ $39,999",About right,About right,NA,Too little,Too little,1,Agree,Christian,Disagree,NA,Disagree,NA,40-49 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,NA,Christian,NA,Fairly important,Disagree,No,60-69 years old,White
Male,Graduate,Yes,"$170,000 or over",About right,About right,NA,About right,About right,2,Disagree,None,Agree,NA,Agree,NA,40-49 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too much,Too little,NA,NA,NA,Christian,NA,NA,Neither,No,40-49 years old,White
Male,Bachelors,Yes,"$10,000 ~ $19,999",Too little,Too little,NA,Too little,About right,1,NA,None,Strongly agree,Very important,Strongly agree,NA,20-29 years old,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",About right,About right,NA,About right,About right,2,Agree,Catholic,Strongly agree,NA,Agree,NA,50-59 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",Too much,Too much,NA,Too little,Too little,1,Agree,Christian,Neither,NA,NA,NA,40-49 years old,Other
Female,Graduate,Yes,"$170,000 or over",Too little,Too little,NA,Too much,NA,NA,NA,None,Strongly agree,Fairly important,Strongly agree,NA,30-39 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,About right,About right,NA,NA,NA,None,Agree,Fairly important,NA,NA,40-49 years old,Black
Male,Associate College,No,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,Disagree,Christian,Strongly disagree,NA,Disagree,No,50-59 years old,Black
Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Neither,Fairly important,Strongly agree,Yes,20-29 years old,White
Female,Less than high school,Yes,"Under $10,000",About right,About right,NA,Too little,Too little,2,NA,Christian,Disagree,Not important at all,Strongly disagree,NA,30-39 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,NA,Too little,Too little,1,Neither,Christian,Disagree,NA,Neither,NA,50-59 years old,Other
NA,High School,Yes,Refused,About right,Too much,NA,About right,Too much,2,NA,None,NA,NA,Strongly agree,NA,NA,White
Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,About right,NA,Too little,About right,1,NA,Catholic,Disagree,Fairly important,Agree,NA,50-59 years old,White
Female,Graduate,Yes,"Under $10,000",NA,NA,About right,Too little,NA,NA,NA,Christian,Neither,Fairly important,NA,NA,20-29 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,NA,Too little,Too little,1,Neither,None,Neither,NA,NA,NA,50-59 years old,White
Male,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,About right,About right,NA,NA,NA,Christian,Strongly disagree,Not important at all,Strongly disagree,No,70-79 years old,White
Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,NA,Christian,Agree,Fairly important,Disagree,NA,50-59 years old,Black
Female,High School,Yes,"$10,000 ~ $19,999",Too little,About right,NA,About right,Too little,1,Agree,Christian,Neither,NA,NA,NA,80-89 years old,White
Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,Agree,Christian,Neither,NA,Neither,Yes,70-79 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too much,NA,NA,NA,Christian,Disagree,Not very important,Strongly disagree,No,30-39 years old,White
Female,Associate College,Yes,"$10,000 ~ $19,999",Too much,Too much,NA,About right,Too little,2,Strongly agree,Christian,Strongly disagree,NA,Strongly disagree,NA,60-69 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,NA,Too little,About right,1,Disagree,Christian,Neither,NA,NA,NA,40-49 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,Agree,Catholic,Disagree,NA,Agree,NA,70-79 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Disagree,Fairly important,Strongly agree,No,80-89 years old,White
Male,NA,Yes,"Under $10,000",NA,NA,Too little,About right,NA,NA,NA,Christian,Agree,NA,NA,NA,20-29 years old,Other
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,About right,NA,NA,NA,Other,Neither,Fairly important,Strongly agree,Yes,20-29 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,NA,Christian,NA,NA,Disagree,NA,60-69 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",Too little,About right,NA,Too little,Too little,2,Disagree,None,Neither,NA,Strongly agree,NA,60-69 years old,White
Male,High School,No,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Strongly disagree,Not important at all,NA,NA,NA,Other
Transgender,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Strongly disagree,None,Strongly agree,NA,Strongly agree,Yes,30-39 years old,White
Female,High School,Yes,NA,About right,About right,NA,Too little,Too little,1,Agree,Other,Agree,NA,Strongly agree,NA,20-29 years old,White
Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not very important,Agree,Yes,50-59 years old,Other
Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Neither,Christian,Neither,NA,Strongly agree,Yes,40-49 years old,White
Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Neither,Christian,Disagree,NA,Neither,Yes,40-49 years old,Black
NA,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,None,Strongly agree,Not important at all,Strongly agree,Yes,40-49 years old,Black
Male,Bachelors,Yes,"$90,000 ~ $129,999",Too much,Too much,NA,About right,Too little,2,NA,Catholic,Strongly disagree,Not important at all,Agree,NA,30-39 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Agree,Buddhism,Neither,NA,Strongly agree,No,50-59 years old,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,NA,NA,Not important at all,NA,NA,60-69 years old,Black
Female,Associate College,Yes,"$20,000 ~ $39,999",About right,About right,NA,About right,Too little,2,NA,Catholic,Disagree,Not important at all,Agree,NA,70-79 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,About right,Too little,NA,NA,NA,Catholic,Disagree,Not important at all,NA,NA,60-69 years old,White
Female,Bachelors,Yes,"$170,000 or over",Too much,Too much,NA,Too little,Too much,3,NA,Christian,NA,NA,NA,NA,60-69 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Disagree,Not important at all,NA,NA,70-79 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Not very important,NA,NA,50-59 years old,White
Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Jewish,Agree,Very important,Strongly agree,Yes,20-29 years old,White
Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Not very important,NA,NA,50-59 years old,Black
Female,High School,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,Catholic,Strongly disagree,Not very important,Agree,Yes,80-89 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not important at all,NA,NA,50-59 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,About right,Too little,NA,NA,NA,Catholic,Strongly disagree,Not very important,Agree,No,60-69 years old,White
Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Neither,Not very important,NA,NA,60-69 years old,White
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Strongly disagree,Hinduism,Agree,NA,Strongly agree,Yes,30-39 years old,Asian
Female,High School,Yes,"$20,000 ~ $39,999",About right,Too much,NA,About right,Too little,2,Agree,Christian,Strongly disagree,NA,NA,NA,60-69 years old,White
Female,Bachelors,No,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Strongly disagree,Not important at all,Neither,No,40-49 years old,Black
Male,High School,Yes,"Under $10,000",About right,Too much,NA,About right,Too little,1,Strongly agree,None,Neither,NA,NA,NA,40-49 years old,Other
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,About right,Too little,NA,NA,NA,Catholic,Strongly disagree,Very important,NA,NA,80-89 years old,White
Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Strongly disagree,NA,Strongly disagree,No,70-79 years old,White
Male,Bachelors,No,"$170,000 or over",Too little,Too little,NA,Too little,Too little,1,Strongly disagree,None,Agree,NA,NA,NA,50-59 years old,Other
Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,NA,Too little,Too little,2,Neither,Christian,Disagree,NA,Agree,NA,50-59 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,About right,2,NA,None,Neither,Fairly important,Strongly agree,NA,50-59 years old,Black
Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too little,1,Strongly disagree,NA,Strongly agree,NA,Strongly agree,NA,60-69 years old,White
Male,Bachelors,No,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Strongly disagree,Not very important,NA,NA,30-39 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Agree,Very important,NA,NA,50-59 years old,Black
Male,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,Too much,NA,NA,NA,NA,Christian,Strongly agree,Not important at all,NA,NA,80-89 years old,White
Male,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,Disagree,None,Agree,NA,Strongly agree,NA,60-69 years old,White
Female,High School,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,Christian,NA,Very important,NA,NA,30-39 years old,White
Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too much,NA,NA,NA,Christian,Disagree,Not important at all,Disagree,Yes,60-69 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,About right,About right,2,Disagree,None,Agree,NA,Strongly agree,NA,20-29 years old,White
Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Agree,Not very important,Strongly agree,Yes,40-49 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,About right,About right,NA,NA,NA,Christian,Neither,Fairly important,Disagree,No,60-69 years old,White
Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,About right,Too little,NA,NA,Disagree,Christian,NA,NA,Strongly agree,Yes,40-49 years old,White
Female,High School,Yes,NA,Too much,Too much,NA,Too little,Too little,1,NA,None,NA,Very important,Agree,NA,40-49 years old,White
